SKU,description,normalPrice,specialPrice
27581,"description for 27581",27581.09,27581.01
27582,"description for 27582",27582.09,27582.01
27583,"description for 27583",27583.09,27583.01
27584,"description for 27584",27584.09,27584.01
27585,"description for 27585",27585.09,27585.01
27586,"description for 27586",27586.09,27586.01
27587,"description for 27587",27587.09,27587.01
27588,"description for 27588",27588.09,27588.01
27589,"description for 27589",27589.09,27589.01
27590,"description for 27590",27590.09,27590.01
27591,"description for 27591",27591.09,27591.01
27592,"description for 27592",27592.09,27592.01
27593,"description for 27593",27593.09,27593.01
27594,"description for 27594",27594.09,27594.01
27595,"description for 27595",27595.09,27595.01
27596,"description for 27596",27596.09,27596.01
27597,"description for 27597",27597.09,27597.01
27598,"description for 27598",27598.09,27598.01
27599,"description for 27599",27599.09,27599.01
27600,"description for 27600",27600.09,27600.01
27601,"description for 27601",27601.09,27601.01
27602,"description for 27602",27602.09,27602.01
27603,"description for 27603",27603.09,27603.01
27604,"description for 27604",27604.09,27604.01
27605,"description for 27605",27605.09,27605.01
27606,"description for 27606",27606.09,27606.01
27607,"description for 27607",27607.09,27607.01
27608,"description for 27608",27608.09,27608.01
27609,"description for 27609",27609.09,27609.01
27610,"description for 27610",27610.09,27610.01
27611,"description for 27611",27611.09,27611.01
27612,"description for 27612",27612.09,27612.01
27613,"description for 27613",27613.09,27613.01
27614,"description for 27614",27614.09,27614.01
27615,"description for 27615",27615.09,27615.01
27616,"description for 27616",27616.09,27616.01
27617,"description for 27617",27617.09,27617.01
27618,"description for 27618",27618.09,27618.01
27619,"description for 27619",27619.09,27619.01
27620,"description for 27620",27620.09,27620.01
27621,"description for 27621",27621.09,27621.01
27622,"description for 27622",27622.09,27622.01
27623,"description for 27623",27623.09,27623.01
27624,"description for 27624",27624.09,27624.01
27625,"description for 27625",27625.09,27625.01
27626,"description for 27626",27626.09,27626.01
27627,"description for 27627",27627.09,27627.01
27628,"description for 27628",27628.09,27628.01
27629,"description for 27629",27629.09,27629.01
27630,"description for 27630",27630.09,27630.01
27631,"description for 27631",27631.09,27631.01
27632,"description for 27632",27632.09,27632.01
27633,"description for 27633",27633.09,27633.01
27634,"description for 27634",27634.09,27634.01
27635,"description for 27635",27635.09,27635.01
27636,"description for 27636",27636.09,27636.01
27637,"description for 27637",27637.09,27637.01
27638,"description for 27638",27638.09,27638.01
27639,"description for 27639",27639.09,27639.01
27640,"description for 27640",27640.09,27640.01
27641,"description for 27641",27641.09,27641.01
27642,"description for 27642",27642.09,27642.01
27643,"description for 27643",27643.09,27643.01
27644,"description for 27644",27644.09,27644.01
27645,"description for 27645",27645.09,27645.01
27646,"description for 27646",27646.09,27646.01
27647,"description for 27647",27647.09,27647.01
27648,"description for 27648",27648.09,27648.01
27649,"description for 27649",27649.09,27649.01
27650,"description for 27650",27650.09,27650.01
27651,"description for 27651",27651.09,27651.01
27652,"description for 27652",27652.09,27652.01
27653,"description for 27653",27653.09,27653.01
27654,"description for 27654",27654.09,27654.01
27655,"description for 27655",27655.09,27655.01
27656,"description for 27656",27656.09,27656.01
27657,"description for 27657",27657.09,27657.01
27658,"description for 27658",27658.09,27658.01
27659,"description for 27659",27659.09,27659.01
27660,"description for 27660",27660.09,27660.01
27661,"description for 27661",27661.09,27661.01
27662,"description for 27662",27662.09,27662.01
27663,"description for 27663",27663.09,27663.01
27664,"description for 27664",27664.09,27664.01
27665,"description for 27665",27665.09,27665.01
27666,"description for 27666",27666.09,27666.01
27667,"description for 27667",27667.09,27667.01
27668,"description for 27668",27668.09,27668.01
27669,"description for 27669",27669.09,27669.01
27670,"description for 27670",27670.09,27670.01
27671,"description for 27671",27671.09,27671.01
27672,"description for 27672",27672.09,27672.01
27673,"description for 27673",27673.09,27673.01
27674,"description for 27674",27674.09,27674.01
27675,"description for 27675",27675.09,27675.01
27676,"description for 27676",27676.09,27676.01
27677,"description for 27677",27677.09,27677.01
27678,"description for 27678",27678.09,27678.01
27679,"description for 27679",27679.09,27679.01
27680,"description for 27680",27680.09,27680.01
27681,"description for 27681",27681.09,27681.01
27682,"description for 27682",27682.09,27682.01
27683,"description for 27683",27683.09,27683.01
27684,"description for 27684",27684.09,27684.01
27685,"description for 27685",27685.09,27685.01
27686,"description for 27686",27686.09,27686.01
27687,"description for 27687",27687.09,27687.01
27688,"description for 27688",27688.09,27688.01
27689,"description for 27689",27689.09,27689.01
27690,"description for 27690",27690.09,27690.01
27691,"description for 27691",27691.09,27691.01
27692,"description for 27692",27692.09,27692.01
27693,"description for 27693",27693.09,27693.01
27694,"description for 27694",27694.09,27694.01
27695,"description for 27695",27695.09,27695.01
27696,"description for 27696",27696.09,27696.01
27697,"description for 27697",27697.09,27697.01
27698,"description for 27698",27698.09,27698.01
27699,"description for 27699",27699.09,27699.01
27700,"description for 27700",27700.09,27700.01
27701,"description for 27701",27701.09,27701.01
27702,"description for 27702",27702.09,27702.01
27703,"description for 27703",27703.09,27703.01
27704,"description for 27704",27704.09,27704.01
27705,"description for 27705",27705.09,27705.01
27706,"description for 27706",27706.09,27706.01
27707,"description for 27707",27707.09,27707.01
27708,"description for 27708",27708.09,27708.01
27709,"description for 27709",27709.09,27709.01
27710,"description for 27710",27710.09,27710.01
27711,"description for 27711",27711.09,27711.01
27712,"description for 27712",27712.09,27712.01
27713,"description for 27713",27713.09,27713.01
27714,"description for 27714",27714.09,27714.01
27715,"description for 27715",27715.09,27715.01
27716,"description for 27716",27716.09,27716.01
27717,"description for 27717",27717.09,27717.01
27718,"description for 27718",27718.09,27718.01
27719,"description for 27719",27719.09,27719.01
27720,"description for 27720",27720.09,27720.01
27721,"description for 27721",27721.09,27721.01
27722,"description for 27722",27722.09,27722.01
27723,"description for 27723",27723.09,27723.01
27724,"description for 27724",27724.09,27724.01
27725,"description for 27725",27725.09,27725.01
27726,"description for 27726",27726.09,27726.01
27727,"description for 27727",27727.09,27727.01
27728,"description for 27728",27728.09,27728.01
27729,"description for 27729",27729.09,27729.01
27730,"description for 27730",27730.09,27730.01
27731,"description for 27731",27731.09,27731.01
27732,"description for 27732",27732.09,27732.01
27733,"description for 27733",27733.09,27733.01
27734,"description for 27734",27734.09,27734.01
27735,"description for 27735",27735.09,27735.01
27736,"description for 27736",27736.09,27736.01
27737,"description for 27737",27737.09,27737.01
27738,"description for 27738",27738.09,27738.01
27739,"description for 27739",27739.09,27739.01
27740,"description for 27740",27740.09,27740.01
27741,"description for 27741",27741.09,27741.01
27742,"description for 27742",27742.09,27742.01
27743,"description for 27743",27743.09,27743.01
27744,"description for 27744",27744.09,27744.01
27745,"description for 27745",27745.09,27745.01
27746,"description for 27746",27746.09,27746.01
27747,"description for 27747",27747.09,27747.01
27748,"description for 27748",27748.09,27748.01
27749,"description for 27749",27749.09,27749.01
27750,"description for 27750",27750.09,27750.01
27751,"description for 27751",27751.09,27751.01
27752,"description for 27752",27752.09,27752.01
27753,"description for 27753",27753.09,27753.01
27754,"description for 27754",27754.09,27754.01
27755,"description for 27755",27755.09,27755.01
27756,"description for 27756",27756.09,27756.01
27757,"description for 27757",27757.09,27757.01
27758,"description for 27758",27758.09,27758.01
27759,"description for 27759",27759.09,27759.01
27760,"description for 27760",27760.09,27760.01
27761,"description for 27761",27761.09,27761.01
27762,"description for 27762",27762.09,27762.01
27763,"description for 27763",27763.09,27763.01
27764,"description for 27764",27764.09,27764.01
27765,"description for 27765",27765.09,27765.01
27766,"description for 27766",27766.09,27766.01
27767,"description for 27767",27767.09,27767.01
27768,"description for 27768",27768.09,27768.01
27769,"description for 27769",27769.09,27769.01
27770,"description for 27770",27770.09,27770.01
27771,"description for 27771",27771.09,27771.01
27772,"description for 27772",27772.09,27772.01
27773,"description for 27773",27773.09,27773.01
27774,"description for 27774",27774.09,27774.01
27775,"description for 27775",27775.09,27775.01
27776,"description for 27776",27776.09,27776.01
27777,"description for 27777",27777.09,27777.01
27778,"description for 27778",27778.09,27778.01
27779,"description for 27779",27779.09,27779.01
27780,"description for 27780",27780.09,27780.01
27781,"description for 27781",27781.09,27781.01
27782,"description for 27782",27782.09,27782.01
27783,"description for 27783",27783.09,27783.01
27784,"description for 27784",27784.09,27784.01
27785,"description for 27785",27785.09,27785.01
27786,"description for 27786",27786.09,27786.01
27787,"description for 27787",27787.09,27787.01
27788,"description for 27788",27788.09,27788.01
27789,"description for 27789",27789.09,27789.01
27790,"description for 27790",27790.09,27790.01
27791,"description for 27791",27791.09,27791.01
27792,"description for 27792",27792.09,27792.01
27793,"description for 27793",27793.09,27793.01
27794,"description for 27794",27794.09,27794.01
27795,"description for 27795",27795.09,27795.01
27796,"description for 27796",27796.09,27796.01
27797,"description for 27797",27797.09,27797.01
27798,"description for 27798",27798.09,27798.01
27799,"description for 27799",27799.09,27799.01
27800,"description for 27800",27800.09,27800.01
27801,"description for 27801",27801.09,27801.01
27802,"description for 27802",27802.09,27802.01
27803,"description for 27803",27803.09,27803.01
27804,"description for 27804",27804.09,27804.01
27805,"description for 27805",27805.09,27805.01
27806,"description for 27806",27806.09,27806.01
27807,"description for 27807",27807.09,27807.01
27808,"description for 27808",27808.09,27808.01
27809,"description for 27809",27809.09,27809.01
27810,"description for 27810",27810.09,27810.01
27811,"description for 27811",27811.09,27811.01
27812,"description for 27812",27812.09,27812.01
27813,"description for 27813",27813.09,27813.01
27814,"description for 27814",27814.09,27814.01
27815,"description for 27815",27815.09,27815.01
27816,"description for 27816",27816.09,27816.01
27817,"description for 27817",27817.09,27817.01
27818,"description for 27818",27818.09,27818.01
27819,"description for 27819",27819.09,27819.01
27820,"description for 27820",27820.09,27820.01
27821,"description for 27821",27821.09,27821.01
27822,"description for 27822",27822.09,27822.01
27823,"description for 27823",27823.09,27823.01
27824,"description for 27824",27824.09,27824.01
27825,"description for 27825",27825.09,27825.01
27826,"description for 27826",27826.09,27826.01
27827,"description for 27827",27827.09,27827.01
27828,"description for 27828",27828.09,27828.01
27829,"description for 27829",27829.09,27829.01
27830,"description for 27830",27830.09,27830.01
27831,"description for 27831",27831.09,27831.01
27832,"description for 27832",27832.09,27832.01
27833,"description for 27833",27833.09,27833.01
27834,"description for 27834",27834.09,27834.01
27835,"description for 27835",27835.09,27835.01
27836,"description for 27836",27836.09,27836.01
27837,"description for 27837",27837.09,27837.01
27838,"description for 27838",27838.09,27838.01
27839,"description for 27839",27839.09,27839.01
27840,"description for 27840",27840.09,27840.01
27841,"description for 27841",27841.09,27841.01
27842,"description for 27842",27842.09,27842.01
27843,"description for 27843",27843.09,27843.01
27844,"description for 27844",27844.09,27844.01
27845,"description for 27845",27845.09,27845.01
27846,"description for 27846",27846.09,27846.01
27847,"description for 27847",27847.09,27847.01
27848,"description for 27848",27848.09,27848.01
27849,"description for 27849",27849.09,27849.01
27850,"description for 27850",27850.09,27850.01
27851,"description for 27851",27851.09,27851.01
27852,"description for 27852",27852.09,27852.01
27853,"description for 27853",27853.09,27853.01
27854,"description for 27854",27854.09,27854.01
27855,"description for 27855",27855.09,27855.01
27856,"description for 27856",27856.09,27856.01
27857,"description for 27857",27857.09,27857.01
27858,"description for 27858",27858.09,27858.01
27859,"description for 27859",27859.09,27859.01
27860,"description for 27860",27860.09,27860.01
27861,"description for 27861",27861.09,27861.01
27862,"description for 27862",27862.09,27862.01
27863,"description for 27863",27863.09,27863.01
27864,"description for 27864",27864.09,27864.01
27865,"description for 27865",27865.09,27865.01
27866,"description for 27866",27866.09,27866.01
27867,"description for 27867",27867.09,27867.01
27868,"description for 27868",27868.09,27868.01
27869,"description for 27869",27869.09,27869.01
27870,"description for 27870",27870.09,27870.01
27871,"description for 27871",27871.09,27871.01
27872,"description for 27872",27872.09,27872.01
27873,"description for 27873",27873.09,27873.01
27874,"description for 27874",27874.09,27874.01
27875,"description for 27875",27875.09,27875.01
27876,"description for 27876",27876.09,27876.01
27877,"description for 27877",27877.09,27877.01
27878,"description for 27878",27878.09,27878.01
27879,"description for 27879",27879.09,27879.01
27880,"description for 27880",27880.09,27880.01
27881,"description for 27881",27881.09,27881.01
27882,"description for 27882",27882.09,27882.01
27883,"description for 27883",27883.09,27883.01
27884,"description for 27884",27884.09,27884.01
27885,"description for 27885",27885.09,27885.01
27886,"description for 27886",27886.09,27886.01
27887,"description for 27887",27887.09,27887.01
27888,"description for 27888",27888.09,27888.01
27889,"description for 27889",27889.09,27889.01
27890,"description for 27890",27890.09,27890.01
27891,"description for 27891",27891.09,27891.01
27892,"description for 27892",27892.09,27892.01
27893,"description for 27893",27893.09,27893.01
27894,"description for 27894",27894.09,27894.01
27895,"description for 27895",27895.09,27895.01
27896,"description for 27896",27896.09,27896.01
27897,"description for 27897",27897.09,27897.01
27898,"description for 27898",27898.09,27898.01
27899,"description for 27899",27899.09,27899.01
27900,"description for 27900",27900.09,27900.01
27901,"description for 27901",27901.09,27901.01
27902,"description for 27902",27902.09,27902.01
27903,"description for 27903",27903.09,27903.01
27904,"description for 27904",27904.09,27904.01
27905,"description for 27905",27905.09,27905.01
27906,"description for 27906",27906.09,27906.01
27907,"description for 27907",27907.09,27907.01
27908,"description for 27908",27908.09,27908.01
27909,"description for 27909",27909.09,27909.01
27910,"description for 27910",27910.09,27910.01
27911,"description for 27911",27911.09,27911.01
27912,"description for 27912",27912.09,27912.01
27913,"description for 27913",27913.09,27913.01
27914,"description for 27914",27914.09,27914.01
27915,"description for 27915",27915.09,27915.01
27916,"description for 27916",27916.09,27916.01
27917,"description for 27917",27917.09,27917.01
27918,"description for 27918",27918.09,27918.01
27919,"description for 27919",27919.09,27919.01
27920,"description for 27920",27920.09,27920.01
27921,"description for 27921",27921.09,27921.01
27922,"description for 27922",27922.09,27922.01
27923,"description for 27923",27923.09,27923.01
27924,"description for 27924",27924.09,27924.01
27925,"description for 27925",27925.09,27925.01
27926,"description for 27926",27926.09,27926.01
27927,"description for 27927",27927.09,27927.01
27928,"description for 27928",27928.09,27928.01
27929,"description for 27929",27929.09,27929.01
27930,"description for 27930",27930.09,27930.01
27931,"description for 27931",27931.09,27931.01
27932,"description for 27932",27932.09,27932.01
27933,"description for 27933",27933.09,27933.01
27934,"description for 27934",27934.09,27934.01
27935,"description for 27935",27935.09,27935.01
27936,"description for 27936",27936.09,27936.01
27937,"description for 27937",27937.09,27937.01
27938,"description for 27938",27938.09,27938.01
27939,"description for 27939",27939.09,27939.01
27940,"description for 27940",27940.09,27940.01
27941,"description for 27941",27941.09,27941.01
27942,"description for 27942",27942.09,27942.01
27943,"description for 27943",27943.09,27943.01
27944,"description for 27944",27944.09,27944.01
27945,"description for 27945",27945.09,27945.01
27946,"description for 27946",27946.09,27946.01
27947,"description for 27947",27947.09,27947.01
27948,"description for 27948",27948.09,27948.01
27949,"description for 27949",27949.09,27949.01
27950,"description for 27950",27950.09,27950.01
27951,"description for 27951",27951.09,27951.01
27952,"description for 27952",27952.09,27952.01
27953,"description for 27953",27953.09,27953.01
27954,"description for 27954",27954.09,27954.01
27955,"description for 27955",27955.09,27955.01
27956,"description for 27956",27956.09,27956.01
27957,"description for 27957",27957.09,27957.01
27958,"description for 27958",27958.09,27958.01
27959,"description for 27959",27959.09,27959.01
27960,"description for 27960",27960.09,27960.01
27961,"description for 27961",27961.09,27961.01
27962,"description for 27962",27962.09,27962.01
27963,"description for 27963",27963.09,27963.01
27964,"description for 27964",27964.09,27964.01
27965,"description for 27965",27965.09,27965.01
27966,"description for 27966",27966.09,27966.01
27967,"description for 27967",27967.09,27967.01
27968,"description for 27968",27968.09,27968.01
27969,"description for 27969",27969.09,27969.01
27970,"description for 27970",27970.09,27970.01
27971,"description for 27971",27971.09,27971.01
27972,"description for 27972",27972.09,27972.01
27973,"description for 27973",27973.09,27973.01
27974,"description for 27974",27974.09,27974.01
27975,"description for 27975",27975.09,27975.01
27976,"description for 27976",27976.09,27976.01
27977,"description for 27977",27977.09,27977.01
27978,"description for 27978",27978.09,27978.01
27979,"description for 27979",27979.09,27979.01
27980,"description for 27980",27980.09,27980.01
27981,"description for 27981",27981.09,27981.01
27982,"description for 27982",27982.09,27982.01
27983,"description for 27983",27983.09,27983.01
27984,"description for 27984",27984.09,27984.01
27985,"description for 27985",27985.09,27985.01
27986,"description for 27986",27986.09,27986.01
27987,"description for 27987",27987.09,27987.01
27988,"description for 27988",27988.09,27988.01
27989,"description for 27989",27989.09,27989.01
27990,"description for 27990",27990.09,27990.01
27991,"description for 27991",27991.09,27991.01
27992,"description for 27992",27992.09,27992.01
27993,"description for 27993",27993.09,27993.01
27994,"description for 27994",27994.09,27994.01
27995,"description for 27995",27995.09,27995.01
27996,"description for 27996",27996.09,27996.01
27997,"description for 27997",27997.09,27997.01
27998,"description for 27998",27998.09,27998.01
27999,"description for 27999",27999.09,27999.01
28000,"description for 28000",28000.09,28000.01
28001,"description for 28001",28001.09,28001.01
28002,"description for 28002",28002.09,28002.01
28003,"description for 28003",28003.09,28003.01
28004,"description for 28004",28004.09,28004.01
28005,"description for 28005",28005.09,28005.01
28006,"description for 28006",28006.09,28006.01
28007,"description for 28007",28007.09,28007.01
28008,"description for 28008",28008.09,28008.01
28009,"description for 28009",28009.09,28009.01
28010,"description for 28010",28010.09,28010.01
28011,"description for 28011",28011.09,28011.01
28012,"description for 28012",28012.09,28012.01
28013,"description for 28013",28013.09,28013.01
28014,"description for 28014",28014.09,28014.01
28015,"description for 28015",28015.09,28015.01
28016,"description for 28016",28016.09,28016.01
28017,"description for 28017",28017.09,28017.01
28018,"description for 28018",28018.09,28018.01
28019,"description for 28019",28019.09,28019.01
28020,"description for 28020",28020.09,28020.01
28021,"description for 28021",28021.09,28021.01
28022,"description for 28022",28022.09,28022.01
28023,"description for 28023",28023.09,28023.01
28024,"description for 28024",28024.09,28024.01
28025,"description for 28025",28025.09,28025.01
28026,"description for 28026",28026.09,28026.01
28027,"description for 28027",28027.09,28027.01
28028,"description for 28028",28028.09,28028.01
28029,"description for 28029",28029.09,28029.01
28030,"description for 28030",28030.09,28030.01
28031,"description for 28031",28031.09,28031.01
28032,"description for 28032",28032.09,28032.01
28033,"description for 28033",28033.09,28033.01
28034,"description for 28034",28034.09,28034.01
28035,"description for 28035",28035.09,28035.01
28036,"description for 28036",28036.09,28036.01
28037,"description for 28037",28037.09,28037.01
28038,"description for 28038",28038.09,28038.01
28039,"description for 28039",28039.09,28039.01
28040,"description for 28040",28040.09,28040.01
28041,"description for 28041",28041.09,28041.01
28042,"description for 28042",28042.09,28042.01
28043,"description for 28043",28043.09,28043.01
28044,"description for 28044",28044.09,28044.01
28045,"description for 28045",28045.09,28045.01
28046,"description for 28046",28046.09,28046.01
28047,"description for 28047",28047.09,28047.01
28048,"description for 28048",28048.09,28048.01
28049,"description for 28049",28049.09,28049.01
28050,"description for 28050",28050.09,28050.01
28051,"description for 28051",28051.09,28051.01
28052,"description for 28052",28052.09,28052.01
28053,"description for 28053",28053.09,28053.01
28054,"description for 28054",28054.09,28054.01
28055,"description for 28055",28055.09,28055.01
28056,"description for 28056",28056.09,28056.01
28057,"description for 28057",28057.09,28057.01
28058,"description for 28058",28058.09,28058.01
28059,"description for 28059",28059.09,28059.01
28060,"description for 28060",28060.09,28060.01
28061,"description for 28061",28061.09,28061.01
28062,"description for 28062",28062.09,28062.01
28063,"description for 28063",28063.09,28063.01
28064,"description for 28064",28064.09,28064.01
28065,"description for 28065",28065.09,28065.01
28066,"description for 28066",28066.09,28066.01
28067,"description for 28067",28067.09,28067.01
28068,"description for 28068",28068.09,28068.01
28069,"description for 28069",28069.09,28069.01
28070,"description for 28070",28070.09,28070.01
28071,"description for 28071",28071.09,28071.01
28072,"description for 28072",28072.09,28072.01
28073,"description for 28073",28073.09,28073.01
28074,"description for 28074",28074.09,28074.01
28075,"description for 28075",28075.09,28075.01
28076,"description for 28076",28076.09,28076.01
28077,"description for 28077",28077.09,28077.01
28078,"description for 28078",28078.09,28078.01
28079,"description for 28079",28079.09,28079.01
28080,"description for 28080",28080.09,28080.01
28081,"description for 28081",28081.09,28081.01
28082,"description for 28082",28082.09,28082.01
28083,"description for 28083",28083.09,28083.01
28084,"description for 28084",28084.09,28084.01
28085,"description for 28085",28085.09,28085.01
28086,"description for 28086",28086.09,28086.01
28087,"description for 28087",28087.09,28087.01
28088,"description for 28088",28088.09,28088.01
28089,"description for 28089",28089.09,28089.01
28090,"description for 28090",28090.09,28090.01
28091,"description for 28091",28091.09,28091.01
28092,"description for 28092",28092.09,28092.01
28093,"description for 28093",28093.09,28093.01
28094,"description for 28094",28094.09,28094.01
28095,"description for 28095",28095.09,28095.01
28096,"description for 28096",28096.09,28096.01
28097,"description for 28097",28097.09,28097.01
28098,"description for 28098",28098.09,28098.01
28099,"description for 28099",28099.09,28099.01
28100,"description for 28100",28100.09,28100.01
28101,"description for 28101",28101.09,28101.01
28102,"description for 28102",28102.09,28102.01
28103,"description for 28103",28103.09,28103.01
28104,"description for 28104",28104.09,28104.01
28105,"description for 28105",28105.09,28105.01
28106,"description for 28106",28106.09,28106.01
28107,"description for 28107",28107.09,28107.01
28108,"description for 28108",28108.09,28108.01
28109,"description for 28109",28109.09,28109.01
28110,"description for 28110",28110.09,28110.01
28111,"description for 28111",28111.09,28111.01
28112,"description for 28112",28112.09,28112.01
28113,"description for 28113",28113.09,28113.01
28114,"description for 28114",28114.09,28114.01
28115,"description for 28115",28115.09,28115.01
28116,"description for 28116",28116.09,28116.01
28117,"description for 28117",28117.09,28117.01
28118,"description for 28118",28118.09,28118.01
28119,"description for 28119",28119.09,28119.01
28120,"description for 28120",28120.09,28120.01
28121,"description for 28121",28121.09,28121.01
28122,"description for 28122",28122.09,28122.01
28123,"description for 28123",28123.09,28123.01
28124,"description for 28124",28124.09,28124.01
28125,"description for 28125",28125.09,28125.01
28126,"description for 28126",28126.09,28126.01
28127,"description for 28127",28127.09,28127.01
28128,"description for 28128",28128.09,28128.01
28129,"description for 28129",28129.09,28129.01
28130,"description for 28130",28130.09,28130.01
28131,"description for 28131",28131.09,28131.01
28132,"description for 28132",28132.09,28132.01
28133,"description for 28133",28133.09,28133.01
28134,"description for 28134",28134.09,28134.01
28135,"description for 28135",28135.09,28135.01
28136,"description for 28136",28136.09,28136.01
28137,"description for 28137",28137.09,28137.01
28138,"description for 28138",28138.09,28138.01
28139,"description for 28139",28139.09,28139.01
28140,"description for 28140",28140.09,28140.01
28141,"description for 28141",28141.09,28141.01
28142,"description for 28142",28142.09,28142.01
28143,"description for 28143",28143.09,28143.01
28144,"description for 28144",28144.09,28144.01
28145,"description for 28145",28145.09,28145.01
28146,"description for 28146",28146.09,28146.01
28147,"description for 28147",28147.09,28147.01
28148,"description for 28148",28148.09,28148.01
28149,"description for 28149",28149.09,28149.01
28150,"description for 28150",28150.09,28150.01
28151,"description for 28151",28151.09,28151.01
28152,"description for 28152",28152.09,28152.01
28153,"description for 28153",28153.09,28153.01
28154,"description for 28154",28154.09,28154.01
28155,"description for 28155",28155.09,28155.01
28156,"description for 28156",28156.09,28156.01
28157,"description for 28157",28157.09,28157.01
28158,"description for 28158",28158.09,28158.01
28159,"description for 28159",28159.09,28159.01
28160,"description for 28160",28160.09,28160.01
28161,"description for 28161",28161.09,28161.01
28162,"description for 28162",28162.09,28162.01
28163,"description for 28163",28163.09,28163.01
28164,"description for 28164",28164.09,28164.01
28165,"description for 28165",28165.09,28165.01
28166,"description for 28166",28166.09,28166.01
28167,"description for 28167",28167.09,28167.01
28168,"description for 28168",28168.09,28168.01
28169,"description for 28169",28169.09,28169.01
28170,"description for 28170",28170.09,28170.01
28171,"description for 28171",28171.09,28171.01
28172,"description for 28172",28172.09,28172.01
28173,"description for 28173",28173.09,28173.01
28174,"description for 28174",28174.09,28174.01
28175,"description for 28175",28175.09,28175.01
28176,"description for 28176",28176.09,28176.01
28177,"description for 28177",28177.09,28177.01
28178,"description for 28178",28178.09,28178.01
28179,"description for 28179",28179.09,28179.01
28180,"description for 28180",28180.09,28180.01
28181,"description for 28181",28181.09,28181.01
28182,"description for 28182",28182.09,28182.01
28183,"description for 28183",28183.09,28183.01
28184,"description for 28184",28184.09,28184.01
28185,"description for 28185",28185.09,28185.01
28186,"description for 28186",28186.09,28186.01
28187,"description for 28187",28187.09,28187.01
28188,"description for 28188",28188.09,28188.01
28189,"description for 28189",28189.09,28189.01
28190,"description for 28190",28190.09,28190.01
28191,"description for 28191",28191.09,28191.01
28192,"description for 28192",28192.09,28192.01
28193,"description for 28193",28193.09,28193.01
28194,"description for 28194",28194.09,28194.01
28195,"description for 28195",28195.09,28195.01
28196,"description for 28196",28196.09,28196.01
28197,"description for 28197",28197.09,28197.01
28198,"description for 28198",28198.09,28198.01
28199,"description for 28199",28199.09,28199.01
28200,"description for 28200",28200.09,28200.01
28201,"description for 28201",28201.09,28201.01
28202,"description for 28202",28202.09,28202.01
28203,"description for 28203",28203.09,28203.01
28204,"description for 28204",28204.09,28204.01
28205,"description for 28205",28205.09,28205.01
28206,"description for 28206",28206.09,28206.01
28207,"description for 28207",28207.09,28207.01
28208,"description for 28208",28208.09,28208.01
28209,"description for 28209",28209.09,28209.01
28210,"description for 28210",28210.09,28210.01
28211,"description for 28211",28211.09,28211.01
28212,"description for 28212",28212.09,28212.01
28213,"description for 28213",28213.09,28213.01
28214,"description for 28214",28214.09,28214.01
28215,"description for 28215",28215.09,28215.01
28216,"description for 28216",28216.09,28216.01
28217,"description for 28217",28217.09,28217.01
28218,"description for 28218",28218.09,28218.01
28219,"description for 28219",28219.09,28219.01
28220,"description for 28220",28220.09,28220.01
28221,"description for 28221",28221.09,28221.01
28222,"description for 28222",28222.09,28222.01
28223,"description for 28223",28223.09,28223.01
28224,"description for 28224",28224.09,28224.01
28225,"description for 28225",28225.09,28225.01
28226,"description for 28226",28226.09,28226.01
28227,"description for 28227",28227.09,28227.01
28228,"description for 28228",28228.09,28228.01
28229,"description for 28229",28229.09,28229.01
28230,"description for 28230",28230.09,28230.01
28231,"description for 28231",28231.09,28231.01
28232,"description for 28232",28232.09,28232.01
28233,"description for 28233",28233.09,28233.01
28234,"description for 28234",28234.09,28234.01
28235,"description for 28235",28235.09,28235.01
28236,"description for 28236",28236.09,28236.01
28237,"description for 28237",28237.09,28237.01
28238,"description for 28238",28238.09,28238.01
28239,"description for 28239",28239.09,28239.01
28240,"description for 28240",28240.09,28240.01
28241,"description for 28241",28241.09,28241.01
28242,"description for 28242",28242.09,28242.01
28243,"description for 28243",28243.09,28243.01
28244,"description for 28244",28244.09,28244.01
28245,"description for 28245",28245.09,28245.01
28246,"description for 28246",28246.09,28246.01
28247,"description for 28247",28247.09,28247.01
28248,"description for 28248",28248.09,28248.01
28249,"description for 28249",28249.09,28249.01
28250,"description for 28250",28250.09,28250.01
28251,"description for 28251",28251.09,28251.01
28252,"description for 28252",28252.09,28252.01
28253,"description for 28253",28253.09,28253.01
28254,"description for 28254",28254.09,28254.01
28255,"description for 28255",28255.09,28255.01
28256,"description for 28256",28256.09,28256.01
28257,"description for 28257",28257.09,28257.01
28258,"description for 28258",28258.09,28258.01
28259,"description for 28259",28259.09,28259.01
28260,"description for 28260",28260.09,28260.01
28261,"description for 28261",28261.09,28261.01
28262,"description for 28262",28262.09,28262.01
28263,"description for 28263",28263.09,28263.01
28264,"description for 28264",28264.09,28264.01
28265,"description for 28265",28265.09,28265.01
28266,"description for 28266",28266.09,28266.01
28267,"description for 28267",28267.09,28267.01
28268,"description for 28268",28268.09,28268.01
28269,"description for 28269",28269.09,28269.01
28270,"description for 28270",28270.09,28270.01
28271,"description for 28271",28271.09,28271.01
28272,"description for 28272",28272.09,28272.01
28273,"description for 28273",28273.09,28273.01
28274,"description for 28274",28274.09,28274.01
28275,"description for 28275",28275.09,28275.01
28276,"description for 28276",28276.09,28276.01
28277,"description for 28277",28277.09,28277.01
28278,"description for 28278",28278.09,28278.01
28279,"description for 28279",28279.09,28279.01
